ID,EQUIPO_ID,PUNTOS,PUNTOS_MEDIA,NOMBRE,APODO,SLUG,POSICION_ID,POSICION,VALOR_MERCADO,ESTADO_JUGADOR,SEMANA_1,SEMANA_2,SEMANA_3,SEMANA_4,SEMANA_5,SEMANA_6,SEMANA_7,SEMANA_8,SEMANA_9,SEMANA_10,SEMANA_11,SEMANA_12,SEMANA_13,SEMANA_14,SEMANA_15,SEMANA_16,SEMANA_17,SEMANA_18,SEMANA_19,SEMANA_20,SEMANA_21,SEMANA_22,SEMANA_23,SEMANA_24,SEMANA_25,SEMANA_26,SEMANA_27,SEMANA_28,SEMANA_29,SEMANA_30,SEMANA_31,SEMANA_32,SEMANA_33,SEMANA_34,SEMANA_35,SEMANA_36,SEMANA_37,SEMANA_38,SEMANA_1_AGGR,SEMANA_2_AGGR,SEMANA_3_AGGR,SEMANA_4_AGGR,SEMANA_5_AGGR,SEMANA_6_AGGR,SEMANA_7_AGGR,SEMANA_8_AGGR,SEMANA_9_AGGR,SEMANA_10_AGGR,SEMANA_11_AGGR,SEMANA_12_AGGR,SEMANA_13_AGGR,SEMANA_14_AGGR,SEMANA_15_AGGR,SEMANA_16_AGGR,SEMANA_17_AGGR,SEMANA_18_AGGR,SEMANA_19_AGGR,SEMANA_20_AGGR,SEMANA_21_AGGR,SEMANA_22_AGGR,SEMANA_23_AGGR,SEMANA_24_AGGR,SEMANA_25_AGGR,SEMANA_26_AGGR,SEMANA_27_AGGR,SEMANA_28_AGGR,SEMANA_29_AGGR,SEMANA_30_AGGR,SEMANA_31_AGGR,SEMANA_32_AGGR,SEMANA_33_AGGR,SEMANA_34_AGGR,SEMANA_35_AGGR,SEMANA_36_AGGR,SEMANA_37_AGGR,SEMANA_38_AGGR
317,ALA,23,1.15,"David Remeseiro Salgueiro","Jason",david,3,Centrocampista,558499,ok,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,6,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,4,4,4,4,4,4,4,4,4,4,7,9,15,16,17,23,23,23,23,23,23,23,23,23,23,23,23,23,23
319,VAL,82,4.1,"Jasper Cillessen","Cillessen",jasper-cillessen,1,Portero,786203,injured,0,0,0,0,0,0,5,9,3,5,2,7,4,8,7,6,9,10,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,17,22,24,31,35,43,50,56,65,75,78,80,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82
334,GET,118,4.916666666666667,"Enes Ünal","Enes Ünal",enes-unal,4,Delantero,3001181,doubtful,3,2,1,4,0,1,3,1,3,1,9,12,3,10,4,3,7,4,10,3,6,0,15,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,10,10,11,14,15,18,19,28,40,43,53,57,60,67,71,81,84,90,90,105,116,118,118,118,118,118,118,118,118,118,118,118,118,118,118
339,VIL,10,0.43478260869565216,"Sergio Asenjo Andrés","Asenjo",asenjo,1,Portero,567095,ok,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10
341,MLL,42,2.1,"Jaume Vicent Costa Jordá","Jaume Costa",jaume-costa,2,Defensa,569001,ok,0,0,0,0,5,0,0,5,0,-1,-2,0,1,0,5,4,6,6,2,2,0,2,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,10,10,9,7,7,8,8,13,17,23,29,31,33,33,35,35,36,42,42,42,42,42,42,42,42,42,42,42,42,42,42
343,VIL,23,0.92,"Mario Gaspar Pérez Martínez","Mario",mario-1,2,Defensa,559170,ok,0,0,2,0,0,3,1,0,0,0,3,0,0,0,0,0,7,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,2,5,6,6,6,6,9,9,9,9,9,9,16,16,16,16,17,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
344,VIL,85,3.5416666666666665,"Alfonso Pedraza Sag","Pedraza",alfonso-pedraza,2,Defensa,1097144,ok,9,7,2,8,0,1,0,0,8,0,-1,0,0,2,4,2,6,3,0,2,2,14,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,18,51,18,19,19,19,27,27,26,26,26,28,32,34,40,43,43,53,55,69,77,83,85,85,85,85,85,85,85,85,85,85,85,85,85,85
348,VIL,115,5,"Manuel Trigueros Muñoz","Trigueros",trigueros,3,Centrocampista,11732981,ok,6,6,8,7,1,8,1,1,1,0,2,1,11,6,3,3,6,1,16,2,0,11,5,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,20,72,21,29,30,31,32,32,34,35,46,52,55,58,64,65,88,90,90,101,106,108,115,115,115,115,115,115,115,115,115,115,115,115,115,115
350,VIL,68,4.533333333333333,"Samuel Chukwueze","Chukwueze",p218328-20918181005,3,Centrocampista,823865,ok,0,0,0,2,0,0,0,0,2,5,3,1,5,1,6,3,2,7,12,0,0,0,4,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,37,37,37,2,7,10,11,16,17,23,26,28,35,49,49,49,49,53,62,68,68,68,68,68,68,68,68,68,68,68,68,68,68
353,VIL,41,1.64,"Vicente Iborra de la Fuente","Iborra",iborra,3,Centrocampista,558662,ok,0,0,0,1,0,0,0,1,0,0,2,0,0,4,0,0,6,1,10,2,0,6,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,1,1,1,3,3,3,7,7,7,13,14,25,27,27,33,33,38,41,41,41,41,41,41,41,41,41,41,41,41,41,41
356,VIL,99,7.615384615384615,"Gerard Moreno Balagueró","Gerard",gerard-1,4,Delantero,35527894,injured,5,6,1,13,0,0,0,0,8,2,0,0,0,0,0,1,14,21,18,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,12,71,71,71,71,71,20,22,22,22,22,22,22,23,37,58,89,93,96,96,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
357,GRA,33,1.5,"Carlos Arturo Bacca Ahumada","Bacca",bacca,4,Delantero,564198,ok,2,9,1,2,-1,4,4,0,1,2,2,2,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,12,14,13,17,21,21,31,23,25,27,28,28,28,28,30,30,30,31,32,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
360,VIL,18,1.125,"Rubén Peña Jiménez","Rubén Peña",ruben-pena,2,Defensa,558619,injured,1,2,0,0,3,0,1,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,6,6,7,10,10,10,10,10,10,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
362,ALA,102,4.636363636363637,"Fernando Pacheco Flores","Pacheco",pacheco-2,1,Portero,797584,ok,2,2,0,2,0,4,8,12,5,9,9,0,9,4,7,1,5,3,0,8,-1,4,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,82,82,8,16,28,33,42,51,51,60,64,71,72,77,80,80,90,89,93,93,98,102,102,102,102,102,102,102,102,102,102,102,102,102,102
365,ALA,63,2.8636363636363638,"Rubén Duarte","Rubén Duarte",duarte,2,Defensa,574143,ok,0,3,0,0,0,0,10,4,4,8,7,5,6,1,1,0,4,2,2,4,0,0,1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,55,3,3,13,17,21,29,36,41,47,48,49,49,53,55,57,61,61,61,62,64,63,63,63,63,63,63,63,63,63,63,63,63,63,63
368,ALA,37,1.48,"Martín Aguirregabiria","Martín",martin-aguirregabiria,2,Defensa,558721,ok,-2,0,0,-2,0,3,8,2,0,0,2,4,6,1,-3,1,3,1,4,5,-2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,1,9,11,11,11,13,17,23,24,21,22,25,26,28,33,31,36,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
369,ALA,34,3.090909090909091,"Joaquín Navarro Jiménez","Ximo",ximo,2,Defensa,559117,ok,0,3,0,0,0,0,7,2,5,6,7,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,10,12,17,23,30,33,33,33,33,33,33,33,33,33,33,33,33,33,34,34,34,34,34,34,34,34,34,34,34,34,34,34
371,ALA,94,4.086956521739131,"Víctor Laguardia Cisneros","Laguardia",laguardia,2,Defensa,1327243,ok,-1,3,0,2,1,3,17,4,3,8,12,6,3,9,3,-1,4,2,5,0,0,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,78,3,6,23,27,30,38,50,56,59,68,71,70,74,76,83,83,83,87,89,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94
374,ALA,56,2.6666666666666665,"Tomás Pina Isla","Tomás Pina",pina,3,Centrocampista,559110,ok,3,4,2,2,2,3,2,1,5,1,7,2,0,3,3,2,0,0,0,0,2,4,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,42,11,14,16,17,22,23,30,32,32,35,38,40,40,40,40,40,44,48,49,53,56,56,56,56,56,56,56,56,56,56,56,56,56,56
378,ALA,49,2.5789473684210527,"Pere Pons Riera","Pere Pons",pere-pons,3,Centrocampista,558665,ok,1,4,2,7,0,0,0,0,0,2,5,3,4,3,2,4,2,2,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,41,41,41,41,41,7,9,14,17,21,24,26,30,32,34,34,34,41,46,48,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
415,SEV,54,4.5,"Youssef En-Nesyri","En-Nesyri",en-nesyri,4,Delantero,11688718,ok,13,5,10,2,4,2,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,28,49,32,34,44,44,44,44,44,47,47,47,47,47,47,47,47,47,47,47,52,53,54,54,54,54,54,54,54,54,54,54,54,54,54,54
478,OSA,74,3.0833333333333335,"Luis Ezequiel Ávila","Chimy Ávila",chimy,4,Delantero,719728,ok,2,2,2,1,1,1,2,1,6,10,5,2,1,5,1,3,7,1,-1,0,2,5,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,7,8,9,11,12,18,28,33,35,36,41,42,45,52,53,52,52,54,59,64,73,74,74,74,74,74,74,74,74,74,74,74,74,74,74
537,ATM,50,2.272727272727273,"Felipe Augusto de Almeida Monteiro","Felipe",felipe,2,Defensa,653174,ok,0,0,0,3,0,0,3,3,3,2,4,0,0,15,4,1,0,7,1,2,0,2,0,-4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,9,45,11,15,15,15,30,34,35,35,42,46,48,48,50,50,46,50,50,50,50,50,50,50,50,50,50,50,50,50,50
539,ATM,31,1.2916666666666667,"Renan Augusto Lodi dos Santos","Lodi",renan-lodi,2,Defensa,573268,ok,1,1,1,4,2,2,1,2,1,1,0,1,0,0,0,-1,2,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,7,9,11,12,14,18,15,15,16,16,16,16,15,17,17,29,30,31,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31
540,ATM,29,1.380952380952381,"Héctor Miguel Herrera López","Héctor Herrera",hector-herrera,3,Centrocampista,558642,ok,0,0,0,0,3,3,1,0,1,2,3,1,0,0,0,0,3,0,0,0,2,2,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,7,17,9,12,13,13,13,13,13,16,16,16,17,22,19,19,20,29,29,29,29,29,29,29,29,29,29,29,29,29,29
541,ATM,69,4.0588235294117645,"João Félix Sequeira","João Félix",joao-felix,4,Delantero,4814877,ok,0,0,0,2,-1,0,0,7,9,8,3,7,0,0,0,0,5,3,0,2,3,2,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,8,43,16,19,26,26,26,26,26,31,34,34,45,56,47,47,53,69,69,69,69,69,69,69,69,69,69,69,69,69,69
544,BAR,117,5.85,"Frenkie de Jong","F. De Jong",de-jong,3,Centrocampista,25871397,ok,13,6,10,5,5,3,0,3,6,2,0,0,6,6,10,2,3,2,8,0,0,13,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,29,82,34,37,37,40,46,48,48,48,54,60,70,72,75,77,90,90,90,103,105,109,117,117,117,117,117,117,117,117,117,117,117,117,117,117
547,CEL,106,4.24,"Denis Suárez Fernández","Denis Suárez",denis-suarez,3,Centrocampista,5135674,ok,5,7,6,-2,-1,1,9,2,4,7,3,6,2,2,1,6,6,11,5,2,6,6,9,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,18,16,15,16,25,27,31,38,41,47,49,51,52,58,64,75,80,82,88,94,103,107,106,106,106,106,106,106,106,106,106,106,106,106,106,106
553,LEV,33,1.434782608695652,"Carlos Clerc Martínez","Clerc",clerc,2,Defensa,559295,ok,3,0,5,5,2,0,-1,2,4,-3,0,-1,0,9,0,8,1,0,-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,13,15,15,14,16,20,17,17,16,16,25,25,33,34,34,32,32,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
555,RMA,49,2.130434782608696,"Eden Michael Hazard","Hazard",hazard,4,Delantero,2961259,ok,8,1,1,3,4,0,2,2,0,0,2,1,1,0,0,0,0,7,4,0,5,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,10,13,17,17,19,21,25,21,23,24,25,25,25,25,25,32,41,41,37,43,45,48,49,49,49,49,49,49,49,49,49,49,49,49,49,49
557,RMA,58,2.761904761904762,"Rodrygo Silva de Goes","Rodrygo",rodrygo,4,Delantero,906935,ok,2,4,1,1,2,4,2,2,2,8,2,2,0,3,0,6,1,0,2,0,0,2,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,7,8,10,14,16,18,35,26,28,30,30,33,33,41,42,42,44,44,44,46,52,54,58,58,58,58,58,58,58,58,58,58,58,58,58,58
558,RMA,152,6.08,"Éder Militão","Militão",militao,2,Defensa,50669457,ok,3,2,7,3,4,4,10,2,8,6,10,5,4,0,9,12,9,7,2,5,4,8,10,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,15,19,23,33,35,77,41,51,56,60,60,69,89,98,105,111,116,109,124,134,143,152,152,152,152,152,152,152,152,152,152,152,152,152,152
559,RMA,76,5.066666666666666,"Ferland Mendy","Mendy",mendy,2,Defensa,21566698,ok,0,0,0,0,0,0,0,0,6,3,7,2,4,9,5,7,6,7,1,5,4,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3,10,12,16,25,30,43,49,56,61,66,60,70,70,70,76,76,76,76,76,76,76,76,76,76,76,76,76,76
561,RSO,100,5,"Alexander Isak","Isak",isak,4,Delantero,17725123,ok,0,4,5,5,2,0,0,2,4,14,11,10,4,3,2,2,3,9,5,3,0,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,14,16,16,16,18,22,36,47,57,61,64,66,68,71,80,85,88,88,91,93,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
564,SEV,150,6.25,"Diego Carlos Santos Silva","Diego Carlos",diego-carlos,2,Defensa,44207745,ok,9,8,7,6,4,4,9,1,0,9,5,14,6,3,3,9,7,4,7,9,5,2,8,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,24,108,28,32,41,42,42,51,56,70,76,79,82,91,98,102,115,124,129,131,139,147,150,150,150,150,150,150,150,150,150,150,150,150,150,150
565,BAR,51,2.3181818181818183,"Luuk de Jong","Luuk de Jong",luuk-de-jong,4,Delantero,907924,ok,0,0,0,1,1,5,9,1,0,1,1,0,0,0,0,1,1,0,9,9,0,3,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,6,15,16,16,17,18,18,18,18,18,19,20,20,30,39,39,42,42,49,51,51,51,51,51,51,51,51,51,51,51,51,51,51
566,SEV,113,5.65,"Jules Koundé","Koundé",kounde,2,Defensa,34197819,suspended,6,8,0,-2,7,6,10,4,0,1,6,10,10,2,4,8,8,11,0,3,0,0,5,7,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,14,99,21,27,37,41,41,42,48,58,68,70,74,82,90,101,101,102,102,102,107,114,113,113,113,113,113,113,113,113,113,113,113,113,113,113
567,SEV,97,4.85,"Lucas Ariel Ocampos","Ocampos",ocampos,4,Delantero,20010251,suspended,0,0,0,4,2,5,4,0,4,2,3,10,9,4,5,11,0,8,9,7,5,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2,7,11,11,15,17,20,30,39,43,48,59,59,67,80,87,92,94,94,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97
568,ALA,13,0.5416666666666666,"Manuel Javier Vallejo Galván","Manu Vallejo",manu-vallejo,4,Delantero,559045,ok,0,2,0,0,0,2,0,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,4,5,6,7,8,8,10,10,10,10,10,10,10,11,11,11,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13
574,VIL,99,4.304347826086956,"Raúl Albiol Tortajada","Albiol",albiol,2,Defensa,4354718,ok,5,9,3,1,7,0,10,0,0,4,0,2,6,3,3,5,0,6,8,3,3,7,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,17,64,24,24,34,34,34,38,38,40,46,49,52,57,57,63,72,75,78,85,93,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
576,CAD,77,3.5,"Lucas Pérez Martínez","Lucas Pérez",lucas-perez,4,Delantero,613085,ok,0,0,0,7,7,2,5,2,3,2,4,3,3,5,2,6,6,3,0,3,5,3,-1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,16,21,23,26,28,32,35,38,43,45,51,57,60,60,63,68,71,70,72,77,77,77,77,77,77,77,77,77,77,77,77,77,77
581,ALA,124,4.96,"Luis Jesús Rioja González","Rioja",luis-rioja,4,Delantero,2861162,ok,3,5,4,2,3,6,7,4,3,7,6,9,4,6,6,5,2,4,7,6,4,4,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,86,15,21,28,32,35,42,48,57,61,67,73,78,80,84,93,99,103,107,116,120,124,124,124,124,124,124,124,124,124,124,124,124,124,124
593,GRA,32,1.4545454545454546,"Víctor David Díaz Miguel","Victor Díaz",victor-diaz,2,Defensa,558524,ok,2,0,-3,0,0,0,2,9,3,3,2,8,0,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,10,27,13,15,23,23,24,24,24,24,24,29,31,31,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
597,GRA,67,2.7916666666666665,"Carlos Neva","Neva",carlos-neva,2,Defensa,559548,ok,6,1,-1,3,3,1,5,7,3,3,0,6,1,0,3,5,2,4,8,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,6,9,12,13,18,25,52,28,28,34,35,35,38,43,45,49,60,62,63,63,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
601,GRA,75,3.409090909090909,"Germán Sánchez Barahona","Germán",german,2,Defensa,578115,ok,8,5,-2,4,2,6,6,2,4,0,0,13,4,0,2,0,6,4,7,0,-3,3,5,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,11,15,17,23,29,31,64,31,31,44,48,48,50,50,56,60,71,71,68,71,76,76,75,75,75,75,75,75,75,75,75,75,75,75,75,75
602,GRA,90,3.6,"José Antonio Rodríguez Díaz","Antonio Puertas",antonio-puertas,3,Centrocampista,756766,ok,4,1,-1,0,6,1,4,2,4,0,4,8,0,0,0,10,2,16,7,10,1,2,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,4,10,11,15,17,61,17,21,29,29,29,29,39,41,57,68,78,79,81,86,88,90,90,90,90,90,90,90,90,90,90,90,90,90,90
606,GRA,61,2.9047619047619047,"Ángel Montoro Sánchez","Montoro",montoro,3,Centrocampista,559103,ok,2,5,2,2,2,4,3,2,0,8,2,5,2,0,3,0,6,0,0,4,0,3,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9,11,13,17,20,22,22,30,32,37,39,39,42,42,48,48,48,52,52,55,55,57,61,61,61,61,61,61,61,61,61,61,61,61,61,61
608,GRA,18,0.75,"Aarón Escandell Banacloche","Aarón Escandell",aaron-escandell,1,Portero,561404,ok,9,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
609,GRA,48,2,"Joaquín José Marín Ruz","Quini",quini,2,Defensa,558522,ok,0,0,0,0,6,0,2,7,0,3,2,7,-1,-1,2,3,2,3,4,3,-2,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,15,15,18,20,27,26,25,27,30,32,35,39,42,40,41,45,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
637,OSA,131,5.458333333333333,"Jon Moncayola","Moncayola",jon-moncayola,3,Centrocampista,9687452,ok,5,8,0,7,6,3,8,5,4,2,7,2,1,4,4,6,8,4,7,8,3,6,6,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,13,20,26,29,37,42,46,48,55,57,58,62,66,72,80,84,91,99,102,108,114,128,131,131,131,131,131,131,131,131,131,131,131,131,131,131
642,OSA,82,3.4166666666666665,"Ignacio Vidal Miralles","Nacho Vidal",nacho-vidal,2,Defensa,586466,ok,5,8,4,-1,5,-1,2,6,4,1,7,0,2,4,5,5,0,2,-1,7,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,17,16,21,20,22,28,32,33,40,40,42,46,51,56,56,58,57,64,64,76,76,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82
644,OSA,124,5.166666666666667,"Sergio Herrera Pirón","Sergio Herrera",s-herrera,1,Portero,2123799,ok,10,7,3,-1,10,6,3,7,5,4,9,0,1,3,4,9,1,3,1,8,0,7,15,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,20,19,29,35,38,45,50,54,63,63,64,67,71,80,81,84,85,93,93,100,115,123,124,124,124,124,124,124,124,124,124,124,124,124,124,124
645,OSA,23,2.875,"Aridane Hernández Umpiérrez","Aridane",aridane,2,Defensa,627981,ok,0,8,3,-1,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,10,19,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
648,OSA,1,0.05,"Juan Pérez Ruiz","Juan Pérez",juan-perez,1,Portero,558499,ok,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
649,OSA,59,2.4583333333333335,"Unai García","Unai García",unai-garcia,2,Defensa,560737,ok,5,0,0,0,0,0,3,8,5,4,10,-1,0,5,3,7,1,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,8,16,21,25,35,34,34,39,42,49,50,57,57,57,57,57,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
650,OSA,157,6.826086956521739,"David García Zubiría","David García",david-garcia,2,Defensa,46997129,ok,8,7,10,-2,16,1,1,9,6,6,12,1,3,9,6,10,8,0,1,7,0,16,10,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,25,23,39,40,41,50,56,62,74,75,78,87,93,103,111,111,112,119,119,135,145,155,157,157,157,157,157,157,157,157,157,157,157,157,157,157
651,OSA,52,3.0588235294117645,"Enrique Barja","Kike Barja",kike-barja,4,Delantero,558948,ok,7,8,0,0,0,0,0,0,0,0,0,0,5,1,5,2,2,4,2,10,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,15,15,15,15,15,15,15,15,15,15,20,21,26,28,30,34,36,46,50,51,51,51,52,52,52,52,52,52,52,52,52,52,52,52,52,52
652,OSA,104,4.16,"Rubén García Santos","Rubén García",ruben-garcia,4,Delantero,1543264,ok,8,6,4,1,10,4,2,5,3,4,3,2,3,0,3,2,1,6,1,4,2,11,5,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,18,19,29,33,35,40,43,47,50,52,55,55,58,60,61,67,68,72,74,85,90,102,104,104,104,104,104,104,104,104,104,104,104,104,104,104
653,VIL,59,2.4583333333333335,"Pervis Josué Estupiñán Tenorio","Estupiñán",estupinan,2,Defensa,562241,ok,1,2,2,1,7,2,0,8,0,-1,2,4,8,0,-1,3,0,3,7,1,6,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,41,12,14,14,22,22,21,23,27,35,35,34,37,37,40,48,49,55,55,55,57,59,59,59,59,59,59,59,59,59,59,59,59,59,59
654,OSA,68,2.72,"Roberto Torres Morales","Roberto Torres",roberto-torres,3,Centrocampista,695696,ok,0,4,11,2,12,7,0,5,0,7,0,2,1,1,2,0,2,1,2,3,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,17,29,36,36,41,41,48,48,50,51,52,54,54,56,57,59,62,64,64,64,65,68,68,68,68,68,68,68,68,68,68,68,68,68,68
655,OSA,16,0.64,"Íñigo Pérez Soto","Iñigo Pérez",inigo-perez,3,Centrocampista,558584,ok,0,0,0,1,1,0,9,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,11,11,11,11,11,12,12,14,14,14,14,14,14,14,14,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
664,VIL,114,4.56,"Alberto Moreno","Alberto Moreno",alberto-moreno,2,Defensa,8036989,ok,6,5,3,3,3,9,6,3,2,-1,0,-1,1,11,0,3,2,12,3,11,3,7,12,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,14,67,17,26,32,35,37,36,36,35,36,47,47,50,52,64,70,81,84,91,103,111,114,114,114,114,114,114,114,114,114,114,114,114,114,114
665,CEL,87,3.9545454545454546,"Joseph Aidoo","Aidoo",aidoo,2,Defensa,1624162,ok,0,2,2,1,0,0,0,0,4,5,3,0,2,6,4,1,8,4,10,4,11,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,5,5,5,5,9,14,17,17,19,25,29,30,38,42,52,56,67,74,81,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
